nombre,run,dv,correo,nombre_usuario,contrasena,telefono_contacto,jornada,isapre,contrato,codigo_reserva,codigo_agenda,fecha,monto,cantidad_personas,estado_disponibilidad,numero_viaje,lugar_origen,lugar_llegada,fecha_salida,fecha_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,tipo_de_bus,comodidades,escalas,clase,paradas
"Enrique Mercado Hinojosa",15152709,4,enmehi@viajes.cl,enrique5806,lGoI5MQ5mJoXTwb8,"+56 9 6487 1451",Diurno,"Más vida","Full time",607878,,,,,Disponible,65109,"Ciudad Real",Reus,2025-07-20,2025-10-20,23,2227,236000,"SNCB (Bélgica)",,"{Comida,Calefacción,Agua,""Asientos reclinables"",Wifi}",{},,"{Alicante,Vigo,Fuenlabrada}"
"Federico Espinal Solorzano",27239540,3,federico7053@viajes.cl,Federicosolorzano,p2FnL3BLI,"+56 9 3748 9996",Nocturno,Consalud,"Part time",607879,,,,,Disponible,2087,"Hospitalet de LLobregat","La Coruña",2026-10-14,2027-02-19,98,3083,143000,AVE,,"{Agua,Wifi,Baño,TV,Comida,""Asientos reclinables""}",{},,"{Cádiz,Mataró}"
"Timoteo Barela Riojas",11942437,2,timoteo8683@viajes.cl,Timoteoriojas,Hbl3bh4N,"+56 2 9923 3279",Diurno,Banmédica,"Full time",607880,,,,,Disponible,14046,Almería,"DOS HERMANAS!!!",2025-06-10,2025-11-12,54,3735,326000,"NS International",,"{Wifi,""Asientos reclinables"",Comida,""Aire acondicionado"",Agua,Baño,TV}",{},,"{Algeciras,Vitoria,Parla,Mijas,Salamanca}"
"Julio César Almaraz Esparza",2482019,0,jucOoales@viajes.cl,julio8347,on4vayLb5U4etxhw,"+56 2 7204 0041",Diurno,Fonasa,"Full time",607881,,,,,Disponible,42476,Gandía,Lorca,2025-03-24,2025-07-22,7,2884,183000,"Nederlandse Sp",,"{""Asientos reclinables"",""Aire acondicionado"",Baño,Comida,Calefacción,TV}",{},,"{""Chiclana de la Frontera"",Benalmádena,Telde,Linares,Torrelavega}"
"María del Carmen Irizarry Carranza",515358,1,marOAa7724@viajes.cl,Maríacarranza,Qmpmv1T4LzWws,"+56 2 9712 7459",Diurno,Consalud,"Part time",607882,,,,,Disponible,13178,Gijón,Albacete,2025-11-03,2025-12-27,91,1300,124000,"ZS (Eslovenia)",,"{""Asientos reclinables"",""Aire acondicionado"",Baño}",{},,"{""Santiago de Compostela"",Manresa,""Palma de Mallorca""}"
"Elisa Delao Jimínez",3369095,9,ElisajimOAnez@viajes.cl,Elisajimínez,aZ1Uz40ViwNT,"+56 9 9254 4084",Diurno,Banmédica,"Full time",607883,,,,,Disponible,96542,Albacete,Lugo,2026-04-01,2026-08-02,29,2970,370000,"ŽSSK (Eslovaquia)",,"{""Aire acondicionado"",Calefacción,TV,Baño,Agua,Comida}",{},,{}
"Julia Espinosa Tórrez",22040559,1,juestOI@viajes.cl,juestó,ctDMrIC5,"+56 9 2324 4184",Diurno,"Más vida","Full time",607884,,,0,,Disponible,79565,"jerez de la frontera#","Alcalá de Guadaira",2026/09/23,2027/01/19,10,2847,135000,"RZD (Rusia)",,"{""Asientos reclinables"",Baño,Comida,TV,""Aire acondicionado""}",{},,"{""Collado Villalba"",Guadalajara,Rubí}"
"Luisa Estrada Curiel",21920487,6,Luisacuriel@viajes.cl,luisa4303,8WRIuE9x3aT1,"+56 9 0156 3405",Nocturno,Banmédica,"Full time",607885,,,0,,Disponible,18155,Badalona,Alicante,2025-06-11,2025-10-10,56,2907,216000,"VR (Finlandia)",,"{Wifi,Calefacción,""Aire acondicionado"",""Asientos reclinables"",Comida,Baño}",{},,"{Burgos,Alicante,León}"
"Sr. Mercedes Ramírez Badillo",12012171,5,sr.4175@viajes.cl,srmeraba,D05jHRGg4Zz,+56-2-5982-2336,Nocturno,Fonasa,"Full time",607886,,,,,Disponible,18359,Leganés,"HOSPITALET DE LLOBREGAT!!!",2025-04-18,2025-09-24,42,3826,402000,"TGV (SNCF)",,"{Wifi,Comida,""Asientos reclinables"",Calefacción,Agua,TV,""Aire acondicionado""}",{},,"{""Dos Hermanas"",Parla,""Santa Lucía de Tirajana""}"
"Débora Munguía Perales",16225759,5,DOoboraperales@viajes.ceele,Déboraperales,dn8Z36HVW09LiHmb,+56-2-5299-8508,Nocturno,Banmédica,"Part time",607887,,,,,Disponible,88317,Rivas-Vaciamadrid,Tarragona,2026-07-30,2026-11-01,65,2266,275000,"ŽFBH (Bosnia y Herzegovina)",,"{""Asientos reclinables"",Comida,TV,Wifi,Baño}",{},,"{Orense,""Pozuelo de Alarcón"",Sabadell}"
"Sr. Diego Guerra Cabrera",14537455,3,Sr.cabrera@viajes.ceele,srdiguca,478ypyIoBsc,"+56 9 0054 9170",Diurno,"Más vida","Full time",607888,,,,,Disponible,27034,Arrecife,"Collado Villalba",2025-03-14,2025-04-18,62,857,127000,"MÁV (Hungría)",,"{Comida,""Aire acondicionado"",Baño}",{},,"{Granada,Telde}"
"Ignacio Villa Villa",12572373,0,ignacio8367@viajes.ceele,Ignaciovilla,dQB7QJAOR4PHtU7I,"+56 2 5031 1955",Diurno,Fonasa,"Full time",607889,,,,,Disponible,56280,algeciras#,"El Ejido",2026-11-16,2027-03-20,34,2993,292000,"PKP (Polonia)",,"{Baño,Calefacción,Wifi,""Asientos reclinables"",TV,Agua}",{},,"{Torremolinos,Ceuta,""Hospitalet de LLobregat""}"
"Ariadna Rubio Madera",27.987.699,7,Ariadnamadera@viajes.cl,ariadna4445,cnGrT8J19D,"+56 9 7814 0752",Diurno,Banmédica,"Part time",,,,,,Disponible,44782,Mijas,"El Ejido",,,,,154000,"MÁV (Hungría)",,"{""Aire acondicionado"",Baño,""Asientos reclinables"",TV}",{},,"{""Ciudad Real"",Torremolinos,Motril}"
"Cristian León Villegas",17669119,0,Cristianvillegas@viajes.cl,crlevi,61hs6Ah0ZkvP6,"+56 9 1885 3221",Diurno,"Más vida","Full time",607891,,,,,Disponible,4734,"Cerdañola del Vallés","San Sebastián",2026-04-27,2026-05-08,87,274,59000,Renfe,,"{""Aire acondicionado"",Baño,""Asientos reclinables"",TV}",{},,"{Granada,Tarragona,Cádiz,Alcoy,Madrid}"
"Luz Velázquez Mata",19998017,3,Luzmata@viajes.cl,luvema,AP4omwoai,"+56 2 7875 9335",Diurno,"Más vida","Part time",607892,,,,,Disponible,60594,Toledo,Elda,2025-03-06,2025-08-11,76,3803,378000,Eurostar,,"{Calefacción,Comida,Agua,Wifi,""Aire acondicionado"",""Asientos reclinables"",Baño}",{},,"{Gijón,Mijas,""Alcalá de Guadaira"",Málaga,Elche}"
"Dorotea Pedroza Almonte",8776695,0,dopeal@viajes.cl,dorotea7189,zQ43P9KIZ,"+56 2 1382 0883",Nocturno,Colmena,"Full time",607893,,,,,Disponible,37186,"Ciudad Real","MOLLET DEL VALLéS!!!",2025-05-20,2025-07-24,76,1569,103000,Thalys,,"{TV,Wifi,Agua,Calefacción}",{},,"{Lugo,""La Línea de la Concepción""}"
"Isabel Gracia Figueroa",4009152,1,Isabelfigueroa@viajes.cl,Isabelfigueroa,XYGSH8seQY3P1,"+56 9 2842 8156",Nocturno,Colmena,"Full time",607894,,,,,Disponible,9591,Toledo,"Pozuelo de Alarcón",2026-05-06,2026-10-29,4,4240,226000,"TGV (SNCF)",,"{""Aire acondicionado"",TV,Wifi,""Asientos reclinables"",Agua,Calefacción,Comida}",{},,"{Calahorra,Pamplona,Madrid}"
"Beatriz Montoya Leiva",24626044,3,bemole@viajes.cl,bemole,nEGXZrZ2yI2CnAq,"+56 2 1921 0612",Diurno,"Más vida","Full time",607895,,,,,Disponible,6107,Vitoria,Orense,2025-01-21,2025-03-03,39,985,44000,"TGV (SNCF)",,"{Comida,Calefacción,Agua}",{},,"{Alcoy,Sagunto,Orense,""Alcalá de Guadaira"",Telde}"
"Andrea Muñiz Botello",3860705,7,Andreabotello@viajes.cl,andrea5098,mYueDO9nSDT9,"+56 2 5097 6074",Nocturno,Fonasa,"Full time",607896,,,,,Disponible,79917,Móstoles,Lérida,2025-09-26,2025-12-21,36,2083,93000,"SNCB (Bélgica)",,"{""Asientos reclinables"",Baño,Comida,Calefacción}",{},,"{Coslada,Sabadell,Cáceres,Baracaldo}"
,19921954,5,Sr.alonzo@viajes.cl,Sr.alonzo,pi1CdnpolOvYxST,"+56 9 4076 5532",Nocturno,"Más vida","Part time",608819,,,,,Disponible,89659,Tarrasa,Gerona,2026-05-29,,,954,,AVE,,"{Wifi,""Aire acondicionado"",Baño}",{},,
"Victoria Monroy Estrada",4.685.659,7,vimoes@viajes.cl,vimoes,8RVM4jX6tM6kD,"+56 9 0994 0612",Nocturno,Banmédica,"Part time",607897,,,,,Disponible,55385,Mérida,Badalona,2026-03-31,2026-08-11,42,3194,321000,AVE,,"{Comida,Calefacción,Wifi,Agua,""Asientos reclinables"",Baño}",{},,"{""Santa Lucía de Tirajana""}"
"Rosalia Villaseñor Madrid",4322584,7,Rosaliamadrid@viajes.cl,rovima,nD62QTdr2VTt69,"+56 9 9130 2923",Diurno,Banmédica,"Part time",607898,,,,,Disponible,37116,"Chiclana de la Frontera","Santa Cruz de Tenerife",2026-05-14,2026-11-07,30,4249,269000,"CD (República Checa)",,"{Comida,Calefacción,""Aire acondicionado"",""Asientos reclinables"",Wifi,Baño,Agua}",{},,"{""Dos Hermanas"",Cádiz,Bilbao,Estepona,""Mollet del Vallés""}"
"Sta. Manuel Valles Bustos",6052664,8,Sta.bustos@@viajes.cl,sta.5701,pOX5i2wlq430w,+56-2-2889-2930,Diurno,"Más vida","Part time",607899,,,,,Disponible,99384,"hospitalet de llobregat#","Collado Villalba",2026-07-31,2026-12-23,18,3497,125000,"Nederlandse Sp",,"{""Asientos reclinables"",""Aire acondicionado"",Baño,Wifi,TV,Calefacción}",{},,{}
"Jerónimo Mojica Ferrer",28626910,9,jerOInimo3783@viajes.cl,Jerónimoferrer,TE57sfC5kb9K,"+56 9 0125 2447",Diurno,Fonasa,"Part time",607900,,,,,Disponible,10320,Albacete,"Talavera de la Reina",2025-02-04,2025-07-07,51,3691,275000,"SJ (Suecia)",,"{""Aire acondicionado"",TV,Baño,""Asientos reclinables"",Agua,Calefacción,Comida}",{},,{}
"Victoria Burgos Véliz",28087397,7,vibuvOo@viajes.ceele,vibuvé,6i4ER590z,"+56 9 9734 1055",Diurno,Colmena,"Part time",607901,,,,,Disponible,13241,Gecho,León,2025-05-22,2025-10-05,5,3278,283000,"SNCB (Bélgica)",,"{Agua,Calefacción,Baño,TV,""Asientos reclinables"",Comida}",{},,"{Calahorra,Santander,""Santa Cruz de Tenerife""}"
"Daniela Armijo Trujillo",27097223,3,daartr@@viajes.cl,Danielatrujillo,WE8Yn1ZXKxQ,"+56 9 9825 5504",Nocturno,Consalud,"Full time",607902,,,,,Disponible,10117,benalmádena#,OVIEDO!!!,2026/05/24,2026/10/23,28,3660,208000,"VRZ (Croacia)",,"{""Asientos reclinables"",TV,Agua,Calefacción,Comida,Baño,""Aire acondicionado""}",{},,{Viladecans}
"Sra. Berta Montaño Quiñónez",15815791,8,srbemoqu@viajes.cl,srbemoqu,u2hF8U3Ht99K,"+56 9 5994 1433",Diurno,Consalud,"Part time",607903,,,,,Disponible,86275,Ceuta,Móstoles,2025-07-01,2025-11-28,34,3620,181000,"BDZ (Bulgaria)",,"{""Aire acondicionado"",Wifi,Calefacción,Comida,Agua,""Asientos reclinables"",TV}",{},,"{""San Cristróbal de la Laguna"",""Cerdañola del Vallés""}"
"Timoteo Estrada Guzmán",26048165,7,TimoteoguzmOen@viajes.ceele,tiesgu,iNpPd1kvwmEQ,"+56 2 2070 5138",Nocturno,Banmédica,"Full time",607904,,,,,Disponible,26191,"castellón de la plana#","Pozuelo de Alarcón",2026-09-21,2027-03-15,43,4223,195000,Amtrak,,"{Calefacción,""Asientos reclinables"",Comida,""Aire acondicionado"",Baño,Wifi,TV}",{},,"{Lérida,""San Cristróbal de la Laguna"",Oviedo,Algeciras,""Santa Lucía de Tirajana""}"
"Ernesto Acuña Posada",2012270,6,Ernestoposada@@viajes.cl,eracpo,g4CxFKTkES141id,+56-9-8982-3590,Diurno,Colmena,"Full time",607905,,,,,Disponible,69855,Móstoles,Alcobendas,2026/08/31,2026/12/13,62,2504,228000,"ŽFBH (Bosnia y Herzegovina)",,"{TV,Baño,Agua,Comida,""Aire acondicionado""}",{},,{}
"Sta. Hugo Santillán Munguía",3409474,8,sta.8136@viajes.cl,Sta.munguía,mwSX6KxZE8HaHU2,"+56 9 1015 5953",Nocturno,Colmena,"Part time",607906,,,,,Disponible,12223,Elche,Granada,2025-01-02,2025-02-10,6,953,30000,"TGV (SNCF)",,"{Wifi,Baño,Agua}",{},,"{Toledo,Toledo}"
"Sr. Patricio Barajas Medina",16239399,5,srpabame@viajes.cl,sr.9876,d3RuAqzeL4,"+56 2 0502 5399",Diurno,Fonasa,"Full time",607907,,,,,Disponible,39670,"Cornellá de Llobregat","Cornellá de Llobregat",2026-02-12,2026-04-19,30,1604,104000,Italo,,"{Comida,Wifi,""Aire acondicionado"",Calefacción}",{},,"{""San Sebastián"",""Palma de Mallorca""}"
"Sra. Patricio Fajardo Zelaya",11463459,0,sra.4397@viajes.cl,,K3zUsykzbg7OS,"+56 9 8715 9197",Diurno,"Más vida","Part time",607908,,,,,,,"Castellón de la Plana",Torremolinos,2026-05-22,2026-10-28,76,3823,421000,"SNCB (Bélgica)",,,{},,"{Majadahonda,Valdemoro,""Santiago de Compostela""}"
"Sra. Francisco Vázquez Fernández",1688220,8,Sra.fernOendez@viajes.cl,srfrváfe,jHUR41osYr,"+56 2 2068 1518",Diurno,Consalud,"Full time",607909,,,,,Disponible,17448,Fuengirola,"Jerez de la Frontera",2025-11-07,2026-01-18,21,1729,59000,"MÁV (Hungría)",,"{""Aire acondicionado"",Agua,TV,Comida}",{},,"{Ávila,""Roquetas de Mar"",Logroño}"
"Blanca Aparicio Madera",5036991,9,blanca675@viajes.cl,blanca6743,J4QugP1j8Voz,"+56 9 2033 8608",Nocturno,Colmena,"Part time",607910,,,0,,Disponible,13341,"El Prat de LLobregat",Murcia,2025-08-27,2025-10-24,64,1408,78000,"ŽSSK (Eslovaquia)",,"{Comida,""Asientos reclinables"",Calefacción}",{},,"{Granollers,""El Ejido"",""San Cristróbal de la Laguna""}"
"Laura Villalobos Vargas",28280276,7,laura3697@viajes.cl,laura1185,kW1zDi7VLlgHM9,"+56 9 5951 6973",Nocturno,Consalud,"Full time",607911,,,,,Disponible,87510,Huelva,"Molina de Segura",2026-02-05,2026-03-27,13,1206,146000,"SNCB (Bélgica)",,"{Comida,TV,""Aire acondicionado""}",{},,{}
"Sr. Gloria Badillo Ozuna",23890017,4,Sr.ozuna@viajes.cl,srglbaoz,wXtYYA5jmBn,"+56 2 3543 7289",Nocturno,Colmena,"Part time",607912,,,,,Disponible,57268,Cáceres,Gecho,2025/07/23,2026/01/04,53,3981,161000,"SJ (Suecia)",,"{""Aire acondicionado"",Baño,""Asientos reclinables"",Calefacción,Wifi,Agua,TV}",{},,"{Gerona,Gerona,Pontevedra,""Mollet del Vallés""}"
"Alejandro Reyes Mateo",18.874.718,3,Alejandromateo@viajes.ceele,alrema,kGdt9BIETU,"+56 2 5994 6763",Nocturno,"Más vida","Part time",607913,,,,,Disponible,68799,"san sebastián#",Valencia,2025-06-03,2025-10-12,42,3146,143000,"ZFBH (Bosnia y Herzegovina)",,"{Agua,Calefacción,Comida,Baño,Wifi,TV}",{},,"{""Palma de Mallorca"",Almería}"
"Gloria Abeyta Gómez",3.359.017,2,glabgOI@viajes.cl,gloria208,oMEc9yZhnVd97lW,"+56 9 1629 7875",Diurno,Consalud,"Full time",607914,,,,,Disponible,60968,"Cerdañola del Vallés",Arrecife,2025-05-13,2025-07-23,82,1712,105000,Amtrak,,"{Baño,Calefacción,Comida,TV}",{},,"{Santander,Cádiz,Huelva,Rubí}"
"Clemente Arreola Nieto",25407093,9,,,mSOpchYieVh6um,"+56 2 2251 2531",Diurno,Colmena,,607915,,,,,,87539,Torrelavega,Burgos,2026/03/04,2026/03/17,98,317,122000,"Nederlandse Sp",,"{Baño,Calefacción,Comida,TV}",{},,"{""El Prat de LLobregat"",Valdemoro,Majadahonda}"
"Sr. Luis Maestas Cabrera",21357416,7,srlumaca@viajes.cl,Sr.cabrera,J1XFWZuOm6,"+56 9 0875 6755",Diurno,Colmena,"Part time",607916,,,,,Disponible,30455,Elche,Benidorm,2026-03-16,2026-09-11,23,4313,329000,"ŽSSK (Eslovaquia)",,"{""Aire acondicionado"",Agua,Calefacción,TV,Baño,Wifi,""Asientos reclinables""}",{},,"{Parla,Telde,Alicante,""Pozuelo de Alarcón"",Guadalajara}"
"Martín Alejandro Guerra",3654836,3,martOAn7643@@viajes.cl,Martínguerra,OEgAwsjSdD0,"+56 2 6087 4558",Nocturno,Fonasa,"Part time",607917,,,,,Disponible,9131,Alcoy,"San Cristróbal de la Laguna",2025-08-08,2025-08-21,67,332,140000,"Deutsche Bahn (DB)",,"{""Aire acondicionado"",Agua,Calefacción,TV,Baño,Wifi,""Asientos reclinables""}",{},,"{Valladolid,Avilés,Logroño,""La Línea de la Concepción""}"
"Barbara Montoya Solano",24679871,0,Barbarasolano@viajes.cl,bamoso,QllJWJ0wLuT0Rc0e,"+56 9 2603 7891",Diurno,"Más vida","Full time",607918,,,,,Disponible,2391,"Cornellá de Llobregat",Móstoles,2026-03-07,2026-03-13,8,159,136000,"PKP (Polonia)",,"{""Aire acondicionado"",Agua,Calefacción,TV,Baño,Wifi,""Asientos reclinables""}",{},,{}
"Sancho Montaño Quezada",20122337,7,samoqu@viajes.cl,sancho6788,z9EdKv4nKhOh4b8,"+56 9 7922 9710",Diurno,Consalud,"Part time",607920,,,,,Disponible,80123,Badalona,Majadahonda,2026-03-31,2026-06-19,55,1925,85000,"ŽFBH (Bosnia y Herzegovina)",,"{Agua,""Asientos reclinables"",Baño,Calefacción}",{},,"{""Alcalá de Guadaira"",""Sanlúcar de Barrameda"",""El Prat de LLobregat"",Tarragona}"
"Clemente Lugo Santillán",13983840,8,clemente8404@viajes.cl,clemente4644,cc0vDbRNQr4,"+56 9 5421 7583",Diurno,Fonasa,"Part time",607921,,,,,Disponible,84649,Burgos,"Santa Cruz de Tenerife",2026-06-11,2026-10-07,86,2838,186000,"ZSSK (Eslovaquia)",,"{Comida,Baño,""Asientos reclinables"",TV,Calefacción}",{},,"{Cuenta,Baracaldo,Zamora}"
"Sr. José Emilio Balderas Carbajal",27194587,6,Sr.carbajal@viajes.cl,Sr.carbajal,PXwWiEKI2o4LwN,"+56 2 3513 6565",Diurno,Consalud,"Part time",607922,,,,,Disponible,14181,Avilés,Arrecife,2025-09-05,2025-11-10,70,1606,188000,Eurostar,,"{""Aire acondicionado"",TV,Calefacción,Comida}",{},,{}
"Eva Polanco Torres",18989613,1,eva6520@viajes.cl,eva3382,Gkk0BWhih5T3Ug4,"+56 2 0349 4693",Diurno,Consalud,"Part time",607923,,,,,Disponible,50981,Paterna,Coslada,2025-04-07,2025-06-27,21,1961,100000,"CD (República Checa)",,"{Baño,Wifi,""Asientos reclinables"",TV}",{},,"{Calahorra,""Palma de Mallorca"",""Sanlúcar de Barrameda""}"
"Timoteo Alejandro Carreón",28922145,0,timoteo1196@viajes.cl,tialca,wMWOKhL4hcWVqB,"+56 9 3188 4309",Nocturno,Fonasa,"Part time",607924,,,,,Disponible,17424,Bilbao,Irún,2026/09/11,2026/10/01,100,503,174000,"CD (República Checa)",,"{Baño,Wifi,""Asientos reclinables"",TV}",{},,"{Fuenlabrada,""Pozuelo de Alarcón""}"
"Sra. Luisa Montoya Ocasio",4247369,3,sra.5997@viajes.cl,srlumooc,29ZDG7jIUeh2,"+56 2 4776 0038",Nocturno,Colmena,"Part time",607925,,,,,Disponible,51513,Valladolid,Ávila,2025-07-19,2025-11-24,50,3092,228000,"ZS (Eslovenia)",,"{TV,Calefacción,Agua,""Aire acondicionado"",Baño,Wifi}",{},,"{Sevilla,Huelva}"
"Leticia Vázquez Godoy",19261091,5,leticia9918@viajes.cl,levágo,4he6CuxNHIqfdsa,"+56 2 8947 4897",Nocturno,Colmena,"Part time",607926,,,0,,Disponible,79202,Cáceres,Motril,2026-03-04,2026-03-25,84,517,30000,"ŽFBH (Bosnia y Herzegovina)",,"{TV,Calefacción,Agua,""Aire acondicionado"",Baño,Wifi}",{},,"{Córdoba,""Torrejón de Ardoz"",Valencia,Orense}"
"Irene Quintana Ibarra",333672,7,irene6155@@viajes.cl,irquib,fF3AYDbLHm6U,"+56 2 6135 9477",Nocturno,Fonasa,"Part time",607927,,,,,Disponible,29393,Alcorcón,Lorca,2025-10-05,2026-01-17,85,2497,189000,"Nederlandse Sp",,"{Comida,Calefacción,Agua,Wifi,Baño}",{},,{Guadalajara}
"Mario Bustamante Escobedo",17017236,1,Marioescobedo@viajes.cl,mario8217,msG3hK09ePX,"+56 2 3687 2351",Nocturno,Colmena,"Part time",607928,,,,,Disponible,89500,"La Coruña",Rivas-Vaciamadrid,2025-12-09,2026-02-16,60,1662,99000,"SJ (Suecia)",,"{Comida,Calefacción,""Aire acondicionado"",TV}",{},,{}
"Rosario Berríos Moreno",13474958,0,rosario6914@@viajes.cl,robemo,KF1U8xq4qvDX,"+56 9 0973 1288",Nocturno,Colmena,"Full time",607929,,,0,,Disponible,33362,telde#,Badalona,2026-05-28,2026-11-20,13,4242,219000,"ŽSSK (Eslovaquia)",,"{Agua,TV,Wifi,Calefacción,""Aire acondicionado"",""Asientos reclinables"",Comida}",{},,"{Torrevieja,Fuenlabrada,Badalona,""Jerez de la Frontera""}"
"Homero Reyna Jaime",21529030,1,homero7229@viajes.cl,horeja,wScehvr05sl,+56-9-9320-9356,Nocturno,Banmédica,"Full time",607930,,,0,,Disponible,20634,"palma de mallorca#",ALBACETE!!!,2025-05-26,2025-10-26,77,3689,163000,"RZD (Rusia)",,"{Wifi,""Aire acondicionado"",Baño,""Asientos reclinables"",Agua,Calefacción,Comida}",{},,{}
"Sr. Alfonso Montes Rodrígez",24561783,6,sralmoro@viajes.cl,Sr.rodrígez,oSEVbGQW16hPqpC,"+56 9 6904 6958",Diurno,Banmédica,"Part time",607931,,,,,Disponible,16243,"Roquetas de Mar",Gecho,2026-03-14,2026-03-24,41,244,129000,"RZD (Rusia)",,"{Wifi,""Aire acondicionado"",Baño,""Asientos reclinables"",Agua,Calefacción,Comida}",{},,"{Parla,""Roquetas de Mar"",""Santa Cruz de Tenerife""}"
"Cecilia Gallegos Jáquez",12278365,0,CeciliajOequez@viajes.ceele,cecilia9779,PAPiIAt0SK195ak,"+56 2 3909 9842",Diurno,Fonasa,"Full time",607932,,,,,Disponible,27810,Fuenlabrada,Bilbao,2025-11-13,2026-01-30,92,1891,96000,Italo,,"{TV,Wifi,Calefacción,Comida}",{},,"{Ferrol,Segovia}"
"Sra. Claudia Arenas Carranza",1233880,5,srclarca@viajes.cl,srclarca,UH7wGjYdIUPW75w0,"+56 2 5662 4200",Diurno,Consalud,"Part time",607933,,,,,Disponible,48479,Cartagena,Tarrasa,2025-06-27,2025-12-01,79,3787,477000,Trenitalia,,"{Wifi,Calefacción,""Asientos reclinables"",Baño,Comida,TV,Agua}",{},,{}
"Ernesto Cotto Delgado",25.745.262,0,ercode@viajes.ceele,ercode,vm9wvuprFSHv6K,"+56 9 6560 3906",Diurno,"Más vida","Part time",607934,,,,,Disponible,41569,Sevilla,Granollers,2025-07-13,2025-09-18,64,1613,180000,"NSB (Noruega)",,"{Wifi,Comida,Calefacción,""Aire acondicionado""}",{},,"{Orihuela,Elda,Irún,""Santa Coloma de Gramanet""}"
"Sr. Luis Trujillo Razo",13931390,9,srlutrra@viajes.cl,srlutrra,D1OhxYqTY,"+56 2 2658 3922",Nocturno,"Más vida","Full time",607935,,,,,Disponible,76921,Puertollano,Leganés,2025-09-24,2026-02-01,71,3136,316000,Amtrak,,"{Baño,""Asientos reclinables"",Calefacción,""Aire acondicionado"",TV,Wifi}",{},,"{Calahorra,Orense,""La Coruña"",""Santa Lucía de Tirajana""}"
"Marta Romo Valdés",1925574,3,marta1746@viajes.cl,Martavaldés,6ottiH4pPV0X,"+56 9 9890 8871",Nocturno,Banmédica,"Full time",607936,,,,,Disponible,90046,"La Coruña","San Fernando",2026-10-14,2026-11-05,89,528,159000,"VR (Finlandia)",,"{Baño,""Asientos reclinables"",Calefacción,""Aire acondicionado"",TV,Wifi}",{},,"{Zaragoza,Viladecans,Bilbao}"
"Ernesto Dueñas Domínguez",17541414,2,ernesto3768@viajes.cl,Ernestodomínguez,glGJt8I89GZJlw,"+56 9 9842 2826",Nocturno,Colmena,"Full time",607937,,,,,Disponible,58733,Sabadell,Salamanca,2026-07-15,2026-11-13,15,2919,304000,"SBB (Suiza)",,"{TV,Wifi,Agua,""Aire acondicionado"",Comida,Baño}",{},,"{Paterna,Lugo}"
"Óscar Reyes Aponte",24433172,6,OIsreap@viajes.cl,ósreap,eB38TGPQa,"+56 2 9391 5572",Diurno,Consalud,"Full time",607938,,,,,Disponible,35406,Vigo,Vitoria,2025-03-23,2025-05-15,63,1272,118000,Trenitalia,,"{Comida,""Aire acondicionado"",""Asientos reclinables""}",{},,"{Burgos,""Santa Cruz de Tenerife"",Málaga,""Santa Coloma de Gramanet""}"
"Joaquín Montenegro Casanova",24903356,1,JoaquOAncasanova@viajes.cl,jomoca,frUpI8H1iUQ3Krsr,"+56 9 5790 3273",Diurno,Colmena,"Part time",607939,,,,,Disponible,87180,"El Prat de LLobregat",Sabadell,2025-12-17,2026-03-05,100,1880,186000,"ZSSK (Eslovaquia)",,"{Baño,""Aire acondicionado"",Comida,Agua}",{},,"{Gerona,""Ciudad Real""}"
"Sr. Rosa Merino Valles",15468421,2,Sr.valles@viajes.cl,Sr.valles,awvVzF6Tca,"+56 2 8990 2307",Diurno,"Más vida","Full time",607940,,,0,,Disponible,98553,Sagunto,"Chiclana de la Frontera",2025-05-22,2025-07-03,99,1016,120000,"TGV (SNCF)",,"{Wifi,Baño,""Aire acondicionado""}",{},,{}
"Timoteo Montaño Jimínez",17705640,5,TimoteojimOAnez@viajes.cl,timoteo9925,oBboi6O9ESpvIcD,"+56 9 6583 8294",Nocturno,Banmédica,"Part time",607941,,,,,Disponible,94559,Alcobendas,"MOLINA DE SEGURA!!!",2025-05-02,2025-06-03,55,785,99000,"HŽ (Croacia)",,"{Wifi,Agua,""Asientos reclinables""}",{},,"{Albacete,Vitoria,""Jerez de la Frontera"",Bilbao,Segovia}"
"Adela Galindo Muñoz",17339738,0,adgamu@viajes.cl,adgamu,csR4y1dlL8WD8,+56-9-3718-1804,Diurno,Banmédica,"Full time",607942,,,0,,Disponible,97110,"La Línea de la Concepción",Torrelavega,2026/02/05,2026/06/22,18,3302,199000,"ÖBB (Austria)",,"{Calefacción,Wifi,""Aire acondicionado"",Agua,""Asientos reclinables"",Baño}",{},,"{Oviedo,Majadahonda,""La Coruña""}"
"Sr. Luis Miguel Mercado Duran",1293557,9,sr.9680@viajes.cl,sr.7347,UVPD4p0vj4hwZKZ,"+56 2 8705 0531",Nocturno,Consalud,"Part time",607943,,,,,Disponible,76322,"San Fernando","Santa Lucía de Tirajana",2025-06-10,2025-07-18,36,932,139000,Trenitalia,,"{""Asientos reclinables"",TV,Wifi}",{},,"{Parla,Valencia,""Chiclana de la Frontera"",Elche}"
